url,prediksi_sistem,skor_final,y_pred(biner),y_true(biner),sel
77lvcp.seni108maxwin.com,HIGH,100.0,1,1,TP
alexisgg-qris.com,HIGH,100.0,1,1,TP
allinsurgaslot777.website,HIGH,100.0,1,1,TP
parisslot5.bdqp800.com,HIGH,62.5,1,1,TP
beruangplayingads.art,HIGH,56.75,1,1,TP
pgzub7wwhebqn0lpfqdq.ratuselot.site,HIGH,100.0,1,1,TP
healingarkhomehealth.pages.dev,MEDIUM,50.0,1,1,TP
viamotutti.com,HIGH,62.74,1,1,TP
www.rtpfpbaru.com,HIGH,100.0,1,1,TP
www.totonesia5.icu,MEDIUM,50.0,1,1,TP
rjtweb2.casa,HIGH,92.5,1,1,TP
www.pragmatic77bed.com,HIGH,100.0,1,1,TP
gen4dpup.com,HIGH,100.0,1,1,TP
koibet4dfbads1.com,HIGH,100.0,1,1,TP
k9lffrmei9.botuna55c.click,LOW,7.5,0,1,FN
mixslotsiap.com,HIGH,57.96,1,1,TP
cbrvip37.site,LOW,8.06,0,1,FN
5ov4prpzh2.prada55c.one,HIGH,100.0,1,1,TP
game005.texas189a.site,HIGH,100.0,1,1,TP
naga99link4.shop,HIGH,100.0,1,1,TP
amo88midasjackpot.net,HIGH,100.0,1,1,TP
gg301.bet,MEDIUM,44.27,1,1,TP
bel4dbantul.com,HIGH,87.5,1,1,TP
p5li8btse5.vegasvip2.pro,HIGH,85.34,1,1,TP
tokoku.shop,HIGH,100.0,1,1,TP
1.pola777official.online,HIGH,100.0,1,1,TP
dragon69jump25.com,HIGH,59.95,1,1,TP
indoluxuryonline.site,MEDIUM,50.0,1,1,TP
ras-capt007error.club,HIGH,100.0,1,1,TP
pragmatic11a.store,HIGH,100.0,1,1,TP
bahanbaru.live,MEDIUM,50.0,1,1,TP
link13.koko88.website,HIGH,100.0,1,1,TP
c4c1jlkb5xtni69lfbjm.araitoto-x.com,HIGH,50.0,1,1,TP
pphoki-888.top,MEDIUM,50.0,1,1,TP
suksests.top,MEDIUM,34.44,1,1,TP
ant.jjclarks.club,HIGH,100.0,1,1,TP
0begh6o1sz.top1toto199.com,LOW,12.5,0,1,FN
mediatuak.shop,HIGH,100.0,1,1,TP
www.babautomation.com,MEDIUM,50.0,1,1,TP
yakin-menang.site,HIGH,100.0,1,1,TP
81.spin707.cam,HIGH,100.0,1,1,TP
top805go.fit,HIGH,100.0,1,1,TP
ligabndr3.com,MEDIUM,38.06,1,1,TP
mambawingame.store,HIGH,100.0,1,1,TP
laskarvip-puncak.cc,HIGH,100.0,1,1,TP
w1h8s4xp9idflqdlq7wx.bungaslot.dev,HIGH,87.5,1,1,TP
jawaponsel.lat,HIGH,95.0,1,1,TP
rtp03.lingkaran78.live,LOW,0.0,0,1,FN
sr9h7cldau.vwvip2.pro,HIGH,100.0,1,1,TP
bolasenjapusat.com,HIGH,100.0,1,1,TP
server15.jagoan88daftar.cfd,HIGH,100.0,1,1,TP
resmi1.musang288gucci.com,HIGH,100.0,1,1,TP
sl4ecn5adcfiiunrlb30.bungaslot.dev,HIGH,87.5,1,1,TP
myukirslt.com,HIGH,53.44,1,1,TP
garuda62laut.com,HIGH,100.0,1,1,TP
spin889hs.com,HIGH,100.0,1,1,TP
rupiahtotoindonesia.com,HIGH,60.9,1,1,TP
bandotslotjiwa.com,HIGH,82.5,1,1,TP
hanslot88.estate,HIGH,100.0,1,1,TP
103ibisawin.com,HIGH,100.0,1,1,TP
hokipetik1.store,HIGH,100.0,1,1,TP
kasih4d145.site,HIGH,100.0,1,1,TP
angker4d-lesehan.xyz,HIGH,100.0,1,1,TP
g1zhiz9rto.nw4-koi388.com,HIGH,100.0,1,1,TP
cang.dapatjackpot.site,HIGH,100.0,1,1,TP
h3npxmept06yaot0xe5g.bungaslot.dev,HIGH,87.5,1,1,TP
t9.winterfresh.ink,HIGH,100.0,1,1,TP
bakmibet.monster,HIGH,100.0,1,1,TP
masuk.prediksip7.pro,HIGH,100.0,1,1,TP
agam66bos.com,HIGH,100.0,1,1,TP
app.mawar189c.store,HIGH,50.0,1,1,TP
tgel88max.org,HIGH,100.0,1,1,TP
se7athena.com,HIGH,100.0,1,1,TP
longdellinn.com,LOW,12.5,0,1,FN
congor4dgo.com,HIGH,100.0,1,1,TP
www.rejekigames007.xyz,MEDIUM,50.0,1,1,TP
idn789.bet,HIGH,62.5,1,1,TP
uqfwzmay86.alamperkasa.sbs,HIGH,100.0,1,1,TP
cair50.yachts,HIGH,87.5,1,1,TP
rajaking.pro,LOW,0.0,0,1,FN
bandarliga-bd12.site,HIGH,76.79,1,1,TP
ritukirasoi.com,HIGH,100.0,1,1,TP
saber99.online,HIGH,73.67,1,1,TP
maintst4d76.sbs,HIGH,100.0,1,1,TP
ojho4fgwhl.nasa-toto.com,HIGH,95.0,1,1,TP
0mnt0khno0jkflsgrnoz.bungaslot.dev,HIGH,87.5,1,1,TP
home-linkgedekbet.com,HIGH,92.5,1,1,TP
tugu88vip.icu,HIGH,100.0,1,1,TP
pf514myiep.n69gacor.lol,HIGH,100.0,1,1,TP
n2zqkj6zo42lh2qvlpkh.ratuselot.site,HIGH,100.0,1,1,TP
mantap.rtp-barudak78win.com,HIGH,100.0,1,1,TP
bo7frbuuux.pascolcool.com,MEDIUM,47.9,1,1,TP
macauslotlog4.shop,HIGH,100.0,1,1,TP
medbued2nm32ps8umhrd.bungaslot.dev,HIGH,87.5,1,1,TP
bot1425cn.my,LOW,0.0,0,1,FN
abangempire15.xyz,HIGH,100.0,1,1,TP
menangjanda4d.xyz,HIGH,100.0,1,1,TP
os3k.domino4dfav.com,MEDIUM,50.0,1,1,TP
tiketpakhoki.org,HIGH,90.93,1,1,TP
mpotower19.xyz,HIGH,100.0,1,1,TP
olg777galaxy.com,HIGH,95.0,1,1,TP
ptligagacor.com,HIGH,100.0,1,1,TP
gacor.airgunungmyoboku.com,HIGH,79.95,1,1,TP
3not6izx4o.botuna55c.click,HIGH,100.0,1,1,TP
www.masaangkanet4d.net,MEDIUM,50.0,1,1,TP
23.habawin.gg,HIGH,100.0,1,1,TP
fyp805g.online,HIGH,100.0,1,1,TP
lambe303-b6z.pages.dev,LOW,5.0,0,1,FN
b6.winterfresh.ink,HIGH,100.0,1,1,TP
p138burnley.xyz,HIGH,87.5,1,1,TP
heuhw8ngqa.vwvip2.pro,HIGH,100.0,1,1,TP
zgk9ypdp2l.lohan-slot.com,HIGH,87.5,1,1,TP
z05o.bantenhero.cloud,HIGH,82.5,1,1,TP
tunasjitu.org,HIGH,92.5,1,1,TP
qqwin4donterus.top,MEDIUM,30.0,1,1,TP
gacor4.impiantoto35.com,HIGH,67.93,1,1,TP
puncak303-rtp2.pages.dev,MEDIUM,50.0,1,1,TP
wakanda33casino.com,HIGH,100.0,1,1,TP
dian4d6.cyou,HIGH,100.0,1,1,TP
populer4df490.pro,HIGH,100.0,1,1,TP
mengy29165.vegasgg1.com,HIGH,55.41,1,1,TP
www.holywin88masuk.com,HIGH,100.0,1,1,TP
ronaldoslotclan.com,HIGH,100.0,1,1,TP
hydrauv5iy3.magetoto.one,HIGH,100.0,1,1,TP
sebelasabadi.com,HIGH,67.5,1,1,TP
rajaprimbon.work,HIGH,100.0,1,1,TP
sekaitotopredator.site,HIGH,60.0,1,1,TP
bos138pkr.top,HIGH,100.0,1,1,TP
sbelas7.brojp-stayfun.com,HIGH,100.0,1,1,TP
kribo88super.com,HIGH,74.13,1,1,TP
amd303idol.com,HIGH,100.0,1,1,TP
freetron.in,LOW,0.0,0,1,FN
alt6.gardatotoo.com,LOW,0.0,0,1,FN
x9k25wf4uf.sultan33i.lat,HIGH,100.0,1,1,TP
gampangmenang17.vip,HIGH,82.5,1,1,TP
jto.co.id,LOW,0.0,0,1,FN
ninja-r10.rtpni1.com,HIGH,100.0,1,1,TP
amp.futurefurniture.shop,HIGH,100.0,1,1,TP
linepenyujitu.com,HIGH,100.0,1,1,TP
playplayfun.com,LOW,0.0,0,1,FN
kamarponsel.lat,HIGH,95.0,1,1,TP
team365sbo.xyz,HIGH,100.0,1,1,TP
nusajudi-gokil.store,HIGH,100.0,1,1,TP
aplikasi-gopay178.xyz,HIGH,100.0,1,1,TP
qq365-b1.online,HIGH,100.0,1,1,TP
dolly4dbonus.com,HIGH,100.0,1,1,TP
tarikmanis.com,HIGH,100.0,1,1,TP
qzgon09wvadov4082010.sakutoto990.com,HIGH,100.0,1,1,TP
ajo999-join.site,HIGH,100.0,1,1,TP
toyota99f.xyz,MEDIUM,50.0,1,1,TP
citibet88b.pro,HIGH,100.0,1,1,TP
hbojp33.info,HIGH,97.5,1,1,TP
angkasajp2.com,HIGH,100.0,1,1,TP
lbgea43505.portalskor.pro,HIGH,52.49,1,1,TP
byxtraslot.xyz,HIGH,100.0,1,1,TP
bazartotoapk2.com,LOW,12.27,0,1,FN
mo002.mafiabola77a.online,HIGH,100.0,1,1,TP
orisasik.com,HIGH,100.0,1,1,TP
idr108jepe.com,HIGH,100.0,1,1,TP
win79cihuy.online,HIGH,100.0,1,1,TP
kampungbola99.bid,MEDIUM,41.8,1,1,TP
88ykg0.oyamurayama.com,HIGH,67.5,1,1,TP
level.badutcore.xyz,HIGH,100.0,1,1,TP
mantap89zone.shop,HIGH,100.0,1,1,TP
max.rtpcamarjp.shop,HIGH,100.0,1,1,TP
oa1lmuqhg1.betavip2.pro,HIGH,100.0,1,1,TP
vso777pro.com,HIGH,100.0,1,1,TP
mampiremas.com,MEDIUM,32.5,1,1,TP
dragon69kez.com,HIGH,100.0,1,1,TP
nesiabetterbaik.site,LOW,5.0,0,1,FN
aromatotonut.com,HIGH,100.0,1,1,TP
paketobengbet.com,MEDIUM,50.0,1,1,TP
j40ozc8q0y.nusantaravip2.pro,HIGH,82.5,1,1,TP
pilartotoindo.store,MEDIUM,50.0,1,1,TP
doktertoto2alter.com,LOW,25.0,0,1,FN
noltujuh0226.baut777.one,LOW,0.0,0,1,FN
ratuluis.com,HIGH,100.0,1,1,TP
konohatoto78puspa.com,HIGH,95.7,1,1,TP
codharum.com,HIGH,100.0,1,1,TP
www.k9ark.xyz,HIGH,100.0,1,1,TP
misteruntung88obsidian.xyz,HIGH,100.0,1,1,TP
loginljo777.online,HIGH,100.0,1,1,TP
link10.pokeramd.online,MEDIUM,50.0,1,1,TP
jodohplay.pro,HIGH,100.0,1,1,TP
kenzototoindonesia.site,HIGH,100.0,1,1,TP
qris711sadd.com,HIGH,55.01,1,1,TP
alt5.andara77mantap.com,HIGH,100.0,1,1,TP
tgl02.com,HIGH,86.74,1,1,TP
paham4dsuper.com,HIGH,87.5,1,1,TP
areabentuk4d.art,HIGH,97.5,1,1,TP
ampbeluga99.space,HIGH,61.68,1,1,TP
afw.j99slot10.space,LOW,12.5,0,1,FN
rajaboslogin.com,LOW,15.15,0,1,FN
etnda852je.jaya4dxin.xyz,HIGH,90.0,1,1,TP
lwoihzcpl9knrhcgo1wv.cie4dhome.com,HIGH,100.0,1,1,TP
ggmenang8.lat,HIGH,100.0,1,1,TP
neraka888m30.xyz,HIGH,100.0,1,1,TP
fun.apibetrtp.com,HIGH,100.0,1,1,TP
rtpslotdingdong215.com,HIGH,100.0,1,1,TP
kita-groupvn.com,MEDIUM,50.0,1,1,TP
z01ga9uey6u2bisa682l.bungaslot.dev,HIGH,87.5,1,1,TP
win88bluee.site,HIGH,100.0,1,1,TP
mawarmain.com,MEDIUM,25.03,1,1,TP
ml004.putrawin78c.site,HIGH,100.0,1,1,TP
wong87-hk.site,HIGH,65.31,1,1,TP
deltaslot88untung.xyz,HIGH,100.0,1,1,TP
capcuslagi.work,HIGH,100.0,1,1,TP
rtpnaskah.pages.dev,HIGH,100.0,1,1,TP
okgas21class.com,HIGH,100.0,1,1,TP
marikayabersama.com,HIGH,82.5,1,1,TP
kosmikhero.info,HIGH,100.0,1,1,TP
lvonlinelagi.life,MEDIUM,50.0,1,1,TP
tahuplayjp.website,HIGH,100.0,1,1,TP
ternakwinlogin.com,MEDIUM,50.0,1,1,TP
dolasakti.info,HIGH,100.0,1,1,TP
rtpunsurgokil.xyz,HIGH,100.0,1,1,TP
regis-4.pola777resmi.ink,HIGH,100.0,1,1,TP
rtpsuperpas77.quest,HIGH,100.0,1,1,TP
surgaggsakti.com,HIGH,100.0,1,1,TP
lamoureph.org,MEDIUM,50.0,1,1,TP
timnasyupi.com,HIGH,100.0,1,1,TP
lunaplay-macau.com,HIGH,100.0,1,1,TP
login2.rejekijp99.com,HIGH,100.0,1,1,TP
x2fughijfs.bosbca.cfd,HIGH,98.86,1,1,TP
honggemoy.com,HIGH,71.76,1,1,TP
csbt4n9ulimxzcoc2ogy.myjpcash.com,MEDIUM,50.0,1,1,TP
nusantara4daussie.cfd,HIGH,82.5,1,1,TP
kaskusfun.com,MEDIUM,48.2,1,1,TP
gfzr.domino4dfav.com,MEDIUM,50.0,1,1,TP
bos138pg.ink,HIGH,100.0,1,1,TP
8smaf3y8mr.gt108vip3.com,HIGH,100.0,1,1,TP
boxprasastigaming.site,HIGH,100.0,1,1,TP
ayg.rtp-iblbet20.lol,HIGH,100.0,1,1,TP
pschxhnejf.pai-togel.com,HIGH,95.0,1,1,TP
paytogel1126.com,HIGH,57.19,1,1,TP
afktotowine.com,HIGH,95.0,1,1,TP
50wmmfhkkvjlqznna8bf.ratuselot.site,HIGH,100.0,1,1,TP
pusatcnn303.com,HIGH,100.0,1,1,TP
spv88jp.com,HIGH,100.0,1,1,TP
nketu9a9tg.dota88e.life,HIGH,100.0,1,1,TP
amp11.tesladestroy.com,HIGH,81.38,1,1,TP
visi4dpgr.click,HIGH,97.5,1,1,TP
sriwijaya1.com,HIGH,75.0,1,1,TP
pasukanprofit.com,HIGH,100.0,1,1,TP
rtp10.rtpgaruda62.com,HIGH,100.0,1,1,TP
suksestribun62.pics,HIGH,100.0,1,1,TP
sn008.sinar79a.store,HIGH,100.0,1,1,TP
facaitotomax.info,HIGH,100.0,1,1,TP
u3pw4dg6fx.rudaltotoking.com,HIGH,100.0,1,1,TP
jagoanspind.xyz,HIGH,100.0,1,1,TP
un4ycc8u.piringtoto.dev,HIGH,74.08,1,1,TP
n3134knhcq9a6spt8yxr.bungaslot.dev,HIGH,87.5,1,1,TP
civ.iptpo.hr,LOW,0.0,0,1,FN
taipan3388-1.rtptaipan3388.click,HIGH,100.0,1,1,TP
noldua0226h.olxtoto.dev,HIGH,59.89,1,1,TP
link9.j0kerscmalt61.com,HIGH,87.5,1,1,TP
sobet88gcr.top,HIGH,100.0,1,1,TP
sawihijausegar.store,HIGH,100.0,1,1,TP
ducati777en.com,HIGH,100.0,1,1,TP
horas.segadong.info,HIGH,100.0,1,1,TP
huathitoho.com,HIGH,100.0,1,1,TP
gacorslodjkt.com,HIGH,100.0,1,1,TP
aphrodite58f1r.sekali.bet,HIGH,100.0,1,1,TP
parimatch.4ua.com.ua,LOW,15.0,0,1,FN
ponkichi01.com,LOW,5.0,0,1,FN
138buayartp.sbs,HIGH,100.0,1,1,TP
q9ebrl.sumselampera.online,HIGH,100.0,1,1,TP
geng82920.com,MEDIUM,35.62,1,1,TP
macanslot138al.store,HIGH,100.0,1,1,TP
luckygopay69.com,HIGH,100.0,1,1,TP
zeus88titan.live,HIGH,100.0,1,1,TP
rtprupiah138won.xyz,HIGH,92.5,1,1,TP
skandaljule.online,HIGH,100.0,1,1,TP
migo88situs.site,LOW,0.0,0,1,FN
m1lcaau2g0.vwvip2.pro,HIGH,100.0,1,1,TP
m0.winterfresh.ink,HIGH,100.0,1,1,TP
best2026.ori33.space,HIGH,100.0,1,1,TP
11kaisarslot88.com,HIGH,100.0,1,1,TP
imlekeyang.ink,HIGH,100.0,1,1,TP
winwin838rtp-7.shop,LOW,15.0,0,1,FN
asxjasiakd.menujuoli4d.com,HIGH,100.0,1,1,TP
dompetberkilau.site,LOW,16.86,0,1,FN
wa88asli.sbs,HIGH,100.0,1,1,TP
coinbetasia.org,MEDIUM,50.0,1,1,TP
deltabet88xyz.com,HIGH,100.0,1,1,TP
swithstephola.click,HIGH,87.5,1,1,TP
mlb789cash.site,HIGH,56.32,1,1,TP
link205.bociltotocs.site,HIGH,82.5,1,1,TP
mb-alt2.online,MEDIUM,50.0,1,1,TP
v1.surya-88.com,LOW,0.0,0,1,FN
lippototo-5302.xyz,MEDIUM,28.43,1,1,TP
kilat1000gate.com,HIGH,100.0,1,1,TP
hanya-sekali.pages.dev,MEDIUM,50.0,1,1,TP
tiga6.tegalmedusa.pro,HIGH,97.85,1,1,TP
blbgaming25.com,HIGH,100.0,1,1,TP
ratupoker88view.ink,MEDIUM,50.0,1,1,TP
teamwish1.space,MEDIUM,26.29,1,1,TP
lemacausoft.xyz,HIGH,100.0,1,1,TP
badaktotoseven.com,MEDIUM,50.0,1,1,TP
superliga8000.com,MEDIUM,50.0,1,1,TP
d9.winterfresh.ink,HIGH,100.0,1,1,TP
erosdym8xe.sekali.bet,HIGH,100.0,1,1,TP
8fm8qfgx6b.dota88e.life,HIGH,100.0,1,1,TP
www.naganotonic-health.com,MEDIUM,50.0,1,1,TP
damaisosial.bond,HIGH,77.5,1,1,TP
chexx.cc,HIGH,82.82,1,1,TP
idcoin188web.xyz,HIGH,100.0,1,1,TP
puspamiaw.site,HIGH,95.0,1,1,TP
grand88neo.com,HIGH,100.0,1,1,TP
pgs1000.store,HIGH,100.0,1,1,TP
satuberlimpah.linkrupiah.bet,HIGH,100.0,1,1,TP
kitadigisl0t6.lat,HIGH,100.0,1,1,TP
19k848ujxu.top1toto199.com,LOW,14.3,0,1,FN
rtpguacor-ulti188.lapanpohon.com,HIGH,100.0,1,1,TP
p2wkg9wupf.nusantaravip2.pro,HIGH,82.5,1,1,TP
customer-service-tayang4d.pages.dev,MEDIUM,50.0,1,1,TP
skrikkoke25.ink,HIGH,100.0,1,1,TP
ahliqq28.org,MEDIUM,48.26,1,1,TP
www.mensairmaxnike.com,MEDIUM,50.0,1,1,TP
herman.winterfuns.shop,HIGH,100.0,1,1,TP
benuatoto1alter.site,MEDIUM,47.5,1,1,TP
rtpmw68.site,HIGH,100.0,1,1,TP
bankert0to2k26.com,LOW,0.0,0,1,FN
osg888cx.top,HIGH,100.0,1,1,TP
bfrpo8r05r.slotmantapviral.com,HIGH,100.0,1,1,TP
blog.sakee303.ink,HIGH,100.0,1,1,TP
makansosis.mom,HIGH,100.0,1,1,TP
taysentoto.pages.dev,MEDIUM,50.0,1,1,TP
5p5tmppgcf.dino99e.one,HIGH,100.0,1,1,TP
euakyl7u5jxdlxyyiffs.ibox4docean.net,HIGH,100.0,1,1,TP
gbk15.jepe.click,HIGH,100.0,1,1,TP
monk4d-sakti.sbs,HIGH,100.0,1,1,TP
ptliagnew.com,HIGH,100.0,1,1,TP
tekanslotmantap.shop,HIGH,100.0,1,1,TP
nbslu47857.dewaterbang1m.org,MEDIUM,50.0,1,1,TP
hohu3spztx.rtp-rans4d.com,HIGH,100.0,1,1,TP
cafe4df.space,HIGH,100.0,1,1,TP
mainslotid.online,HIGH,52.05,1,1,TP
tanganjudi17.store,HIGH,100.0,1,1,TP
www.qahana.am,LOW,0.0,0,1,FN
arwana500kami.site,HIGH,100.0,1,1,TP
tongkatnaga88.store,HIGH,100.0,1,1,TP
belegendbet-amp7.pages.dev,HIGH,82.5,1,1,TP
olenation888web.com,HIGH,100.0,1,1,TP
omudracula.com,LOW,15.0,0,1,FN
win1131.doctor,HIGH,61.93,1,1,TP
1mumunbet.com,HIGH,100.0,1,1,TP
bodycreatine.site,HIGH,98.17,1,1,TP
1em7.benderahoki.site,HIGH,100.0,1,1,TP
wwtoto2aalternatif.online,LOW,5.0,0,1,FN
lincahbgd.com,HIGH,100.0,1,1,TP
slotaladinmedan.com,HIGH,100.0,1,1,TP
beranibro.icu,LOW,15.0,0,1,FN
gwin4dlink.pages.dev,MEDIUM,50.0,1,1,TP
p1j079fpco2yggpoyetk.ibox4docean.net,HIGH,100.0,1,1,TP
ososlotnew.com,HIGH,100.0,1,1,TP
spesial4dtrue.site,HIGH,100.0,1,1,TP
tujuh19.kediritotovip.pro,HIGH,67.5,1,1,TP
4xwugabaf53ngnzh1503.vodkatotofix.online,HIGH,69.71,1,1,TP
wiq8mjd3mt.cariepictoto.pro,HIGH,100.0,1,1,TP
0kq6jmqnum.kaskuskita.com,MEDIUM,42.5,1,1,TP
rtpobltogel.biz,HIGH,100.0,1,1,TP
armada777vip16.shop,HIGH,100.0,1,1,TP
umatoshika-event.com,HIGH,100.0,1,1,TP
rtplancartoto5.site,LOW,15.0,0,1,FN
gacor69ada.blog,HIGH,52.21,1,1,TP
satuhari.linkrupiah.bet,HIGH,100.0,1,1,TP
jinx-pro.live,HIGH,100.0,1,1,TP
serujuga.dosentoto.space,HIGH,100.0,1,1,TP
copa99prly.lol,HIGH,100.0,1,1,TP
www.otaku88one.com,HIGH,100.0,1,1,TP
primajaya2.ink,LOW,0.0,0,1,FN
1hzcilgobt.top1toto199.com,LOW,14.31,0,1,FN
bdgacor88one.com,HIGH,100.0,1,1,TP
dutampogemoy.xyz,HIGH,100.0,1,1,TP
akzcwih2lo.gt108vip3.com,HIGH,100.0,1,1,TP
amp.ojolterbaikasia.art,HIGH,91.83,1,1,TP
campion33.org,HIGH,80.91,1,1,TP
cuanego777.com,HIGH,100.0,1,1,TP
blog.cutesycup.com,LOW,0.0,0,1,FN
3r6-9rtp.site,HIGH,73.8,1,1,TP
1329jj.bet,LOW,5.0,0,1,FN
vrtekno88.store,HIGH,100.0,1,1,TP
rindugacor.io,MEDIUM,50.0,1,1,TP
jetsadabet.bet,LOW,5.0,0,1,FN
crashgames.bet,MEDIUM,50.0,1,1,TP
plsbt88.site,HIGH,100.0,1,1,TP
slotbangjago88u.com,MEDIUM,50.0,1,1,TP
slot988tiger.xyz,HIGH,100.0,1,1,TP
9ghopa7gubn44eqafczh.ratuselot.site,HIGH,100.0,1,1,TP
wen4draya.com,HIGH,82.5,1,1,TP
aerobintaro.site,HIGH,100.0,1,1,TP
kasinociobet88.site,HIGH,100.0,1,1,TP
gth.bet,LOW,0.0,0,1,FN
dubaislotcc.sbs,HIGH,97.5,1,1,TP
s65new.com,MEDIUM,50.0,1,1,TP
ii-ai.02jamuslot.com,MEDIUM,39.79,1,1,TP
surya100club.site,LOW,7.5,0,1,FN
kilat78-48.site,MEDIUM,50.0,1,1,TP
jamtotopusat.com,HIGH,100.0,1,1,TP
amphalojp.quest,HIGH,100.0,1,1,TP
box138gang.xyz,HIGH,97.5,1,1,TP
ezhh1yd8vl.kapital4dcuan.com,HIGH,100.0,1,1,TP
ketuasusislot.com,HIGH,100.0,1,1,TP
opaslotvip.com,HIGH,100.0,1,1,TP
arwana500site.com,HIGH,100.0,1,1,TP
1mlvllyoaw.markas338dikawal.com,HIGH,56.7,1,1,TP
4.pesjitu.com,MEDIUM,50.0,1,1,TP
81nrpwrv3z.top1toto199.com,LOW,12.5,0,1,FN
ampfeastcateringabout.pages.dev,MEDIUM,45.0,1,1,TP
uwac3t1jgb.top1toto199.com,LOW,14.31,0,1,FN
apk-ppzeus.panentogel.fit,MEDIUM,50.0,1,1,TP
6.royal707.me,LOW,20.0,0,1,FN
ccjj2.xyz,LOW,7.5,0,1,FN
ruangmktoto.cfd,HIGH,100.0,1,1,TP
kasih.daftaristana.vip,HIGH,75.0,1,1,TP
zonaverse.online,LOW,7.5,0,1,FN
dollar4dit.com,HIGH,100.0,1,1,TP
d7rjs3p0c3.dota88e.life,HIGH,100.0,1,1,TP
rtp2.rtp-balon99.com,HIGH,100.0,1,1,TP
merabsp.com,HIGH,100.0,1,1,TP
telkom4dplay.com,HIGH,100.0,1,1,TP
zonagacor13d.com,MEDIUM,45.0,1,1,TP
kudetabet98actionsjackpot.net,HIGH,100.0,1,1,TP
nama138gerd.lat,HIGH,100.0,1,1,TP
kzmejybuke.nusantaravip2.pro,HIGH,82.5,1,1,TP
zcwxrnw2lp.trik-pai.xyz,HIGH,100.0,1,1,TP
www.greencare.com.sg,MEDIUM,50.0,1,1,TP
togaplaychallenge.com,HIGH,100.0,1,1,TP
ayamjpyeah.com,HIGH,100.0,1,1,TP
888togelc34.com,LOW,7.5,0,1,FN
esadomm.com,MEDIUM,45.0,1,1,TP
pencethoki.boutique,HIGH,100.0,1,1,TP
rumahbt08.com,MEDIUM,30.54,1,1,TP
pecinta4dsbo.xyz,LOW,7.34,0,1,FN
winning568bos.xyz,HIGH,100.0,1,1,TP
www.redfincasforsale.com,MEDIUM,50.0,1,1,TP
bwo99-destinasijanuary.space,HIGH,100.0,1,1,TP
rtpcun-gb88.sbs,HIGH,100.0,1,1,TP
234togelact.com,HIGH,100.0,1,1,TP
gengpg.com,MEDIUM,50.0,1,1,TP
x8.morfintotopride.online,LOW,0.0,0,1,FN
cair.kakektotomainkan.xyz,HIGH,85.0,1,1,TP
www.aslisolid.my,HIGH,100.0,1,1,TP
bolaslotlink.net,LOW,0.0,0,1,FN
www.gemilangst.com,HIGH,100.0,1,1,TP
uma-furusato.com,LOW,11.0,0,1,FN
rajabandot8888.com,HIGH,52.15,1,1,TP
amp789-linkmedan.site,MEDIUM,27.5,1,1,TP
clbkjaya.cv,HIGH,100.0,1,1,TP
masukelevens.com,HIGH,100.0,1,1,TP
fufuslot2025.bar,HIGH,97.61,1,1,TP
arwana500main.store,HIGH,100.0,1,1,TP
los303wd.xyz,HIGH,100.0,1,1,TP
topfunpark.site,HIGH,100.0,1,1,TP
jnofecwayr.pai-togel.com,HIGH,95.0,1,1,TP
cozebetresmi.com,HIGH,87.5,1,1,TP
pj8.rtppasangjitu2024.com,HIGH,100.0,1,1,TP
frmxr26879.303viptoto.net,HIGH,61.93,1,1,TP
ojs.unsiq.ac.id,LOW,0.0,0,1,FN
bosku777smart.com,HIGH,100.0,1,1,TP
ligahokie22bk.com,MEDIUM,47.83,1,1,TP
hoki378s.net,MEDIUM,50.0,1,1,TP
aksitepat.com,MEDIUM,50.0,1,1,TP
gabantoto.store,HIGH,100.0,1,1,TP
tyjlpn9ree.hokivipjuara.art,HIGH,100.0,1,1,TP
dubaislotbc.xyz,HIGH,97.5,1,1,TP
holywin99usd.site,HIGH,100.0,1,1,TP
fufu4dpejuangdunia.xyz,HIGH,100.0,1,1,TP
nblygvqnmkelrqe6zzmx.bungaslot.dev,HIGH,87.5,1,1,TP
1ep4697log.top1toto199.com,LOW,12.5,0,1,FN
389sportsputih.com,HIGH,51.69,1,1,TP
13emakbet.site,HIGH,100.0,1,1,TP
raffi888-rtpku.pucukdingin.org,HIGH,100.0,1,1,TP
indoseven-onl.com,HIGH,100.0,1,1,TP
r2f15gd12h.s5dg291s7.com,HIGH,100.0,1,1,TP
luna34037.com,HIGH,83.87,1,1,TP
putribling.store,HIGH,57.48,1,1,TP
isekai.timesto4d.xyz,HIGH,53.18,1,1,TP
bangjokobn.com,HIGH,92.5,1,1,TP
tumisbuncis.shop,HIGH,100.0,1,1,TP
nagaslot191125.com,HIGH,87.5,1,1,TP
gta777silver.online,HIGH,58.42,1,1,TP
fat88yeah.site,HIGH,100.0,1,1,TP
www.galaxy77hujan.com,HIGH,100.0,1,1,TP
tuankuda8.xyz,HIGH,100.0,1,1,TP
91dewaaman.com,HIGH,100.0,1,1,TP
nexia789.la,HIGH,100.0,1,1,TP
kcv8kr6l.pasir4d.dev,HIGH,100.0,1,1,TP
www.ecocitycleveland.org,MEDIUM,50.0,1,1,TP
s2n6tcby7l.sultan33i.lat,HIGH,100.0,1,1,TP
fudvw7d1ux.briotepat.com,LOW,5.67,0,1,FN
kue68cuy.site,HIGH,100.0,1,1,TP
3uqej3qujg.top1toto199.com,LOW,12.5,0,1,FN
lektotoge.com,HIGH,77.5,1,1,TP
eyangnewyears.sbs,HIGH,100.0,1,1,TP
